title
"""베트남·인니서 쌓은 엘포인트, 韓에서 쓴다""...롯데멤버스, 업계 최초 해외 연동"
온라인 쇼핑의 일상화…장보기에서 가전까지 영역 확대
"서울시청 스케이트장, 제로페이로 30% 할인"
"200만원 패딩, 집에서 '쓱' 지르는 시대…명품 소비 큰손 된 MZ(종합)"
유통사 '페이 전쟁'…빅데이터 쌓고 카드 수수료 아끼고
잇따르는 '빅데이터 공모전'…아이디어 찾기에 골몰하는 유통가(종합)
"AI로 타깃 마케팅…대홍기획, 데이터 분석 솔루션 개발"
롯데백화점 ‘웨딩멤버스’ 웹·모바일 서비스 확대
"롯데百 웨딩멤버스, 온라인 도입 후 고객 증가"
웨딩마치 소리 줄어들지만…백화점 '웨딩 멤버십'은 승승장구
국내 명품시장 2년 새 3.5배↑…20대 명품 구매 7.5배 늘어
"롯데百 ""웨딩멤버스, 온라인 시스템 고객 늘어"""
롯데百 '웨딩멤버스' 온라인 시스템 도입에…전년比 가입자 42.6%↑
"온라인 날개 다니 '훨훨'…롯데, 웨딩멤버스 가입자 증가"
"‘플렉스’문화 즐기는 20대, 명품시장 큰손 급부상"
'SNS 인증샷'으로 뽐내는 20대…명품 구매 늘었다
명품족 20대?…명품 구매건수 2년새 3.5배
"""#플렉스 해버렸지""…돈없는 20대도 명품은 질렀다 [이슈+]"
20대 명품 소비 2년 새 7.5배 증가…90년대생 사로잡은 '플렉스' 문화
"""플렉스에 꽂힌 20대, 명품 구매건수 2년 새 7.5배 급증"""
90년대생 사로잡은 '플렉스' 문화…20대 명품 구매 2년새 7.5배
"""플렉스 해버렸지 뭐야…20대 명품소비 '쑥'"
"""어제 플렉스 했지 뭐야""…명품시장 큰 손으로 떠오른 20대"
'수수료 인하'에도 선방한 카드사… '수익 다각화' 먹혔다
`롱패딩` 특수 잠잠…10월 소비지수 전년比 2.1% 하락
포근한 가을에 방한용품 소비↓…돼지열병에 대체육 소비는 증가
"롯데멤버스 ""롱패딩보다 플리스·돼지고기 대신 수입소고기"""
10월 따뜻한 날씨에 롱패딩 소비 '↓'…돼지고기 대신 수입 소고기 '↑'
"롭스, 올해 베스트 브랜드는 '메디힐'"
수수료 인하에도… 대형카드사 순익 ‘쑥’
"롯데택배, 내년 '롯데ON'에서 24시간 배송 선보인다…이륜차 도입 고려"
카드사 '빅3' 수수료 인하에도 3분기 호실적
“미국 여행 쏜다” MAMA가 응원하는 제로페이 이벤트
"롯데카드, 3분기 56억원 순손실...적자 전환"
"롯데카드, 3분기 56억원 순손실…적자 전환"
"롯데멤버스, 엘페이 내 제로페이 결제 서비스 시작"
"롯데멤버스, 스피드메이트에 엘페이 간편결제 적용"
"롯데멤버스, '베네피아 복지포인트→엘포인트 가맹점 사용' 제휴 체결"
"롯데멤버스, '베네피아 복지포인트'와 제휴"
"베네피아, 바로가게 서비스 제공을 위한 L.POINT 업무협력 계약"
"선택적복지플랫폼 ‘베네피아’, 오프라인 복지포인트 사용 위한 ‘바로가게’ 서비스 오픈"
"롯데멤버스, SK엠앤서비스와 업무협약…""베네피아 복지포인트 활용하세요"""
"간편결제와 손잡은 카드, 서비스 통합 이용 시 더 큰 혜택"
"""제로페이 가맹점에서 엘페이로 결제하세요"""
"롯데카드, 4개 본부로 조직개편…MBK 인수 후 첫 인사"
"롯데멤버스, '엘페이'서 제로페이 결제 서비스 시작"
엘페이로 제로페이 결제 가능
"롯데멤버스, 엘페이 앱에서 '제로페이' 결제 서비스 실시"
"덜 더운 여름, 덜 추운 겨울… 냉난방 가전 매출 급락"
롯데지주 황각규·송용덕 '투톱' 체제 가동
"롯데멤버스 ""'스피드메이트'서 엘페이로 결제하세요"""
"""전국 스피드메이트에서 엘페이로 간편결제하세요"""
소비자 구매채널 5.7개…24/7 쇼핑시대
소비자 월평균 6개 쇼핑업체 이용…심야에는 온라인주문↑
"소비자 月 평균 5.7개 쇼핑채널 이용…""밤 9시 이후 장보기 급증"""
짧은 추석·태풍 영향에 9월 오프라인 쇼핑객 급감
태풍에 짧은 추석…오프라인 장사 안 됐다
빠른 추석 탓…9월 엘포인트 소비지수 전년 동월 대비 1.6% '↓'
[마켓인사이트] 카카오페이지 등서 300억 유치…마이셀럽스 상장 추진
"롯데멤버스, 엘포인트-OK캐쉬백 전환 서비스 오픈"
모든 은행 금융거래 ‘앱’ 하나면 끝… 오픈뱅킹 시대 개봉박두
"롯데멤버스, 2019 엘포인트 애널리틱스 컨퍼런스 개최"
"롯데멤버스, '애널리틱스 콘퍼런스' 열어…""빅데이터 활용 논의"""
"빅데이터 방향성을 찾자…롯데멤버스, '엘포인트 애널리틱스 컨퍼런스' 개최"
"롯데멤버스, '제6회 빅데이터 컴피티션' 참가자 모집"
"제주항공 리프레시 포인트, 롯데 엘포인트와 상호 전환"
"좌절된 김익래의 꿈..키움證, 하나銀 뺏기고 인터넷은행 진출 포기"
"제주항공, 롯데멤버스와 제휴"
"제주항공, 마일리지 엘포인트로 교환 가능"
"제주항공 ""롯데 엘포인트와 리프레시 포인트 전환 가능"""
"다우키움그룹, 인터넷은행 인가 신청안해"
"제주항공 리프레시 포인트, 엘포인트와 맞바꾼다"
"제주항공 리프레시 포인트, 이제 엘포인트로 바꿔 쓴다"
"하나카드, 롯데멤버스와 콜라보를 통한 ‘L.pay 체크카드’ 출시"
"하나카드, 롯데멤버스와 제휴 '엘페이 체크카드' 출시"
"하나카드-롯데멤버스, 'L.pay 체크카드' 선봬"
"하나카드, 하나 L.pay 체크카드 출시"
"하나카드, ‘L.pay 체크카드’ 출시…롯데멤버스와 협업"
"하나카드, 롯데멤버스와 콜라보…엘포인트 적립 'L.pay 체크카드' 출시"
"""엘페이+하나카드가 하나로""…쓸 때마다 2% 적립"
"롯데멤버스, 하나카드와 '엘페이하나체크카드' 출시"
롯데쇼핑 '롯데ON' 서비스…7개 유통사 제품 통합 검색
"SK OK캐시백-롯데 L포인트, 상호 전환 가능해진다"
"롯데멤버스, 엘포인트-OK캐쉬백 상호 전환 서비스 오픈"
제3인터넷은행 예비인가 신청 시작…토스·키움 재도전 할까
"롯데멤버스, 10월 L-day 프로모션 … 포인트백부터 혜택에서 적립 경품이벤트까지"
"롯데멤버스, 자라섬재즈페스티벌 메인 스폰서 참여"
"롯데멤버스, '자라섬재즈페스티벌'에 메인 스폰서로 참여"
"롯데멤버스, '자라섬재즈페스티벌' 메인 스폰서 참여"
"롯데멤버스, 자라섬 재즈 페스티벌 메인스폰서 참여"
"롯데멤버스, 실시간 퀴즈 플랫폼 '익스Quiz미' 론칭…5일 자라섬서 첫 퀴즈쇼 진행"
"롯데멤버스, ‘제이에스티나’ 등 7개 제휴사와 ‘엘데이’ 진행"
"롯데멤버스, 10월 '엘데이' 프로모션...7개 제휴사서 30% 포인트백"
"롯데멤버스, 제휴사 손잡고 엘데이 프로모션"
"[시그널] 이현 키움증권 대표 ""인터넷은행 무조건 한다"""
"롯데멤버스 ""올 추석 선물세트 판매액 전년 比 3.4%↑"""
"추석선물세트, 가격 양극화 뚜렷…수입과일 잘 팔려"
올 추석 선물세트 판매액 소폭 상승… 가격대 양극화 두드러져
여름·추석 호캉스 그립다면 롯데시티호텔·L7호텔
"롯데시티호텔·L7호텔, 선착순 할인 프로모션 진행"
"롯데시티호텔, 선착순 할인 프로모션…1박 최저 7만9000원"
"롯데멤버스, 상품 분석 인사이트 플랫폼 LAIP 론칭"
"롯데멤버스, 가을 맞이 대형서점 엘포인트 사용 프로모션 진행"
"'AI 서밋 2019 서울', 11월 28일 코엑스에서 개막"
1조원대 적자 쿠팡에… 금감원 “유상증자 계획 마련하라”
‘1조 적자’ 쿠팡에 “경영개선책 마련하라”…금감원 권고
"""대목 잡자""…유통업계, 추석 맞이 마케팅 활발"
한푼이라도 아끼는 ‘알짜왕’ 제휴카드
"롯데멤버스, 3900만 회원 빅데이터 활용한 상품 분석 플랫폼 선봬"
"상품 분석, 빅데이터로 확인하세요…롯데멤버스 플랫폼 'LAIP' 론칭"
[단독]수조원 규모 선불결제 허용…제로페이 '기대감 200%'
추석 어르신 선물로 인기…‘효도가전’ 된 LED마스크
추석 맞아 들썩…‘효도가전’ 된 LED마스크
토스 등 오픈뱅킹 사전신청 기업 96곳…10월 은행권 시범 실시
'오픈뱅킹' 사전신청에 은행·핀테크 등 100여곳 몰려
"금융권 오픈뱅킹, 이용기업만 100여곳 육박...12월 전면 실시"
"금융권 오픈뱅킹, 토스 등 96곳 사전신청…10월 시범실시"
"롯데멤버스, 에쓰오일 주유소에 엘페이 적용"
"롯데멤버스 ""에쓰오일 방문하실 때 '엘페이' 이용하세요"""
소비자 월평균 5.7개 쇼핑채널 이용…새벽배송으로 심야 신선식품 주문 늘어
"SK플래닛, OK캐쉬백-엘포인트 전환 서비스 오픈"
제3인터넷은행 예비인가 접수…토스·키움 재도전할까?
"제3인터넷은행 운영권, 토스·키움 재도전 ‘유력’"
제3인터넷은행 주인공은?…10일부터 예비인가 신청
"제3인터넷은행 내일부터 신청…후보군, 베일속 철통보안"
