title_dt,body_dt
금주(2월 14일~20일)  신설법인 1227개,21일 한국경제신문과 나이스신용평가정보가 조사한 신설법인 현황에 따르면 이번 주 서울 지역의 신설법인은 681개로 집계됐다. 이어 부산(156개) 인천(129개) 대전(78개) 광주(73개) 대구(71개) 울산(39개) 순이었다.
금주(2월 14일~20일)  신설법인 1227개,업종별로는 서비스·기타(608개) 유통(224개) 건설(96개) 정보통신(72개) 무역(31개) 기계(30개) 관광운송(25개) 전기전자(24개) 화학(24개) 잡화(23개) 식품(20개) 섬유(14개)  농수축산(11개) 등이 많았다. 금속(9개) 인쇄출판(7개) 광업(3개) 피혁(3개) 가구목재(2개) 건자재(1개) 등은 10개 미만이었다.
금주(2월 14일~20일)  신설법인 1227개,&lt;서울&gt;(회사명·대표·자본금 순)
금주(2월 14일~20일)  신설법인 1227개,◇가구/목재
금주(2월 14일~20일)  신설법인 1227개,"▷공간뷰(김영원·20·사무용가구 제조 및 도,소매)서울특별시 강서구 양천로 470 지하1층 116호-(6) (등촌동,에스케이그레이스힐)"
금주(2월 14일~20일)  신설법인 1227개,▷집그림(박응선·30·가구 제조업)서울특별시 강남구 논현로8길 10-10 501호 (개포동)
금주(2월 14일~20일)  신설법인 1227개,◇건설
금주(2월 14일~20일)  신설법인 1227개,▷가온아이디앤씨(한길성·150·실내건축공사업)서울특별시 서초구 동산로6길 11 402호 (양재동)
금주(2월 14일~20일)  신설법인 1227개,"▷강윤건설(이향남·150·실내건축공사업)서울특별시 강남구 봉은사로 129 1421호 (논현동,거평타운)"
금주(2월 14일~20일)  신설법인 1227개,"▷거아람건설(오효열·150·주택건설사업)서울특별시 영등포구 당산로 122 204호 (당산동3가,우미빌딩)"
금주(2월 14일~20일)  신설법인 1227개,"▷고든스픽(김현정·3·주택건설업)서울특별시 강남구 영동대로 645 102호 (삼성동,청우빌딩)"
금주(2월 14일~20일)  신설법인 1227개,▷광명씨앤에스(김은태·150·실내건축공사업)서울특별시 강남구 강남대로 560 (논현동)
금주(2월 14일~20일)  신설법인 1227개,▷나우누리이엔씨(최희현·5·주택건설업)서울특별시 도봉구 마들로 727-1 지하1층 (도봉동)
금주(2월 14일~20일)  신설법인 1227개,"▷다한다건설(하경수·150·비계구조물 해체 공사업)서울특별시 송파구 마천로 150 101동 101호 (오금동,인투파크)"
금주(2월 14일~20일)  신설법인 1227개,"▷대일코퍼레이션(한재복·1·건설업(토목,건축))서울특별시 영등포구 국제금융로6길 33 919호 에이370 (여의도동)"
금주(2월 14일~20일)  신설법인 1227개,"▷명성에스앤에프(조희정·100·소방시설 공사업)서울특별시 서초구 방배로 28 103호 (방배동,덕산빌딩)"
금주(2월 14일~20일)  신설법인 1227개,"▷미루디앤씨(이필복·300·주택건설업)서울특별시 동작구 상도로15길 85 2층 (상도동,서진빌딩)"
금주(2월 14일~20일)  신설법인 1227개,"▷비케이티앤씨종합건물관리(박기주·10·건축공사)서울특별시 은평구 가좌로 377 202호 (신사동,드림빌딩)"
금주(2월 14일~20일)  신설법인 1227개,"▷삼엘에스엘(전유섭·1·토목 건축업)서울특별시 강남구 테헤란로25길 20 1503호 (역삼동,역삼현대벤처텔)"
금주(2월 14일~20일)  신설법인 1227개,▷서종종합건설(윤미순·350·건축공사업)서울특별시 은평구 증산로 337 302호 (증산동)
금주(2월 14일~20일)  신설법인 1227개,"▷알이엠대원(조현·10·건설시행업)서울특별시 강남구 선릉로131길 11 (논현동,대원빌딩)"
금주(2월 14일~20일)  신설법인 1227개,"▷얼라이브어스건축사사무소(정선근·25·건축, 조경설계 서비스업)서울특별시 서초구 신반포로 332 401호 (반포동,우진빌딩)"
금주(2월 14일~20일)  신설법인 1227개,"▷에스로드(임종은·10·주택건설업)서울특별시 마포구 마포대로 195 410동 2604호 (아현동,마포래미안푸르지오아파트)"
금주(2월 14일~20일)  신설법인 1227개,▷에스제이엘건설(윤혜연·150·상.하수도설비공사업)서울특별시 마포구 망원로1길 41 2층 (망원동)
금주(2월 14일~20일)  신설법인 1227개,"▷에이투지(김병윤·100·네트워크 공사업)서울특별시 강서구 양천로 564 1430호 (등촌동,등촌동두산위브센티움)"
금주(2월 14일~20일)  신설법인 1227개,"▷에프엠씨산업개발(이인석·300·주택 및 상가 건설업)서울특별시 강남구 테헤란로 309 1303호 (역삼동,삼성제일빌딩)"
금주(2월 14일~20일)  신설법인 1227개,▷위지오(홍성욱·800·실내건축공사업)서울특별시 송파구 법원로11길 11 13층 (문정동)
금주(2월 14일~20일)  신설법인 1227개,"▷유희공간(이철희·150·조경식재공사업)서울특별시 송파구 정의로7길 13 1113호 (문정동,힐스테이트에코송파)"
금주(2월 14일~20일)  신설법인 1227개,"▷이룸피엔씨(유선형·5·토목, 건축 공사업)서울특별시 종로구 삼일대로30길 10-3 5층 (낙원동,각연빌딩)"
금주(2월 14일~20일)  신설법인 1227개,▷이오림(권성회·1·인테리어 공사업.)서울특별시 노원구 동일로237나길 43 2층 (상계동)
금주(2월 14일~20일)  신설법인 1227개,"▷이젠터(김영운·200·토공사업)서울특별시 금천구 가산디지털1로 30 905호 (가산동,에이스하이엔드타워10)"
금주(2월 14일~20일)  신설법인 1227개,"▷지음하우징(김현재·300·주택건설업)서울특별시 강동구 양재대로102가길 23 102호 (둔촌동,최초의공감)"
금주(2월 14일~20일)  신설법인 1227개,▷천일특수건설(한성인·150·실내건축공사업)서울특별시 금천구 가산디지털2로 115 (가산동)
금주(2월 14일~20일)  신설법인 1227개,"▷초안종합건설(김용희·350·건축공사업)서울특별시 성동구 왕십리로24나길 20 232호 (도선동,창성빌딩)"
금주(2월 14일~20일)  신설법인 1227개,"▷태산케이디(송동식·100·주택건설업)서울특별시 영등포구 여의대방로 383 상가 512호 (여의도동,경도)"
금주(2월 14일~20일)  신설법인 1227개,▷티투지(윤인규·150·전기공사업)서울특별시 금천구 벚꽃로 254 (가산동)
금주(2월 14일~20일)  신설법인 1227개,▷포레스트플랜(신풍우·150·조경식재공사업)서울특별시 강동구 풍성로35길 15 1층 102호 (성내동)
금주(2월 14일~20일)  신설법인 1227개,"▷한국전기공사(최은하·150·전기공사업)서울특별시 성동구 성수일로 99 909호 (성수동1가,서울의숲에이케이밸리)"
금주(2월 14일~20일)  신설법인 1227개,"▷해인특수도장(김현서·150·도장공사업)서울특별시 금천구 가산디지털1로 212 1405호-409 (가산동,코오롱디지털타워애스턴)"
금주(2월 14일~20일)  신설법인 1227개,▷화인건설(최기만·350·건축공사업)서울특별시 광진구 광나루로52길 112 2층 (구의동)
금주(2월 14일~20일)  신설법인 1227개,◇관광/운송
금주(2월 14일~20일)  신설법인 1227개,"▷굿뉴스트랜스(강남석·40·화물자동차 운송업)서울특별시 강남구 테헤란로38길 5 14층 (역삼동,스타팅빌딩)"
금주(2월 14일~20일)  신설법인 1227개,"▷대신지엘에스(김진숙·300·화물운송 중개, 대리 및 관련 서비스업)서울특별시 강남구 논현로67길 58 2층 206호 (역삼동)"
금주(2월 14일~20일)  신설법인 1227개,▷덩바(황광철·100·일반여행업)서울특별시 중구 퇴계로37길 18 6층 (충무로4가)
금주(2월 14일~20일)  신설법인 1227개,"▷몬슨에이젼시코리아(이종억·2·해운 대리업)서울특별시 마포구 마포대로 63-8 1117호 (도화동,삼창프라자빌딩)"
금주(2월 14일~20일)  신설법인 1227개,"▷성산여행사바라밀투어(이혜경·100·일반여행업)서울특별시 종로구 우정국로 51 401호 (견지동,선일빌딩)"
금주(2월 14일~20일)  신설법인 1227개,"▷아이엘에스지(김영식·20·화물운송알선업)서울특별시 강서구 마곡중앙5로1길 20 10층 1013호,1014호 (마곡동,마곡나루역보타닉비즈타워)"
금주(2월 14일~20일)  신설법인 1227개,"▷여정트래블(안성희·50·국외여행업)서울특별시 중구 을지로3길 34 308호 (다동,산다빌딩)"
금주(2월 14일~20일)  신설법인 1227개,"▷위드투어갤러리(김주영·45·국내여행 알선업)서울특별시 종로구 인사동7길 12 10층 1026호 (관훈동,백상빌딩)"
금주(2월 14일~20일)  신설법인 1227개,"▷이케이트랜스포트(김학민·1·일반 화물자동차 운송 및 대리점업)서울특별시 동대문구 무학로44길 8 102호 (용두동,갑산빌딩)"
금주(2월 14일~20일)  신설법인 1227개,"▷인도차이나레이스투어(이경민·70·국내외 여행업 및 알선업)서울특별시 종로구 종로 19 A동 1401호 (종로1가,르메이에르종로타운)"
금주(2월 14일~20일)  신설법인 1227개,▷트립터(최승관·1·일반여행업)서울특별시 강남구 테헤란로 328 104-2호 (역삼동)
금주(2월 14일~20일)  신설법인 1227개,"▷파인그룹(정명철·15·국내여행알선업)서울특별시 강서구 공항대로 200 1120호 (마곡동,마곡지웰타워)"
금주(2월 14일~20일)  신설법인 1227개,◇광업
금주(2월 14일~20일)  신설법인 1227개,▷가평종합석재(이만호·1·원석 생산 및 판매업)서울특별시 용산구 한강대로62다길 9 4층 (한강로1가)
금주(2월 14일~20일)  신설법인 1227개,"▷약산(김기형·50·광물 채굴 및 개발사업)서울특별시 금천구 디지털로9길 47 604호 (가산동,한신아이티타워2차)"
금주(2월 14일~20일)  신설법인 1227개,◇금속
금주(2월 14일~20일)  신설법인 1227개,"▷네오스틸(이진규·50·철강재 가공 및 유통업)서울특별시 종로구 새문안로5길 19 6층 5호 (당주동,로얄빌딩)"
금주(2월 14일~20일)  신설법인 1227개,▷한국금시장거래소(조태호·30·금속 및 비금속합금 제조 및 판매업)서울특별시 종로구 돈화문로5길 18 2층 (돈의동)
금주(2월 14일~20일)  신설법인 1227개,◇기계
금주(2월 14일~20일)  신설법인 1227개,"▷고수엔지니어링(조중열·1·기계 및 공구류 제조, 가공, 조립, 재생, 개조 및 도소매업)서울특별시 강북구 도봉로77길 6 402-2호 (수유동,이테크밸리)"
금주(2월 14일~20일)  신설법인 1227개,"▷빌리언웨이브(박희단·20·반도체장비의 제조 판매업)서울특별시 강남구 영동대로 602 6층 디22 (삼성동,삼성동미켈란)"
금주(2월 14일~20일)  신설법인 1227개,▷아바나(노경희·20·농업용 기자재 제조 및 도.소매업)서울특별시 중랑구 용마산로116길 60 (망우동)
금주(2월 14일~20일)  신설법인 1227개,"▷케이씨아이인터내셔널(김춘일·10·환경,에너지 관련장비 제조,수출입 및 도소매)서울특별시 마포구 만리재로 14 2305호 (공덕동,한국사회복지회관르네상스타워)"
금주(2월 14일~20일)  신설법인 1227개,"▷케이엠에스산업(김정환·130·선박건조, 개조, 수리, 해체 및 판매업)서울특별시 강남구 테헤란로52길 17 14층 (역삼동,이에스타워)"
금주(2월 14일~20일)  신설법인 1227개,◇농수축산
금주(2월 14일~20일)  신설법인 1227개,"▷농업회사법인명진농업(김순희·5·농산물의 공동출하)서울특별시 송파구 법원로11길 25 A동 2층 209호 (문정동,에이치비지니스파크)"
금주(2월 14일~20일)  신설법인 1227개,▷농업회사법인삼삼바이오(김기철·0·무농약 인삼하우스 재배업)서울특별시 영등포구 영신로25길 7 1층 (문래동3가)
금주(2월 14일~20일)  신설법인 1227개,"▷동빛나누리농업회사법인(이하영·0·농산물의 생산, 유통, 가공, 판매)서울특별시 관악구 남부순환로 1811 505호 (봉천동,신원메트로빌)"
금주(2월 14일~20일)  신설법인 1227개,"▷르자당(박유미·1·화훼 재배업)서울특별시 용산구 한강대로23길 55 1층 (한강로3가,아이파크몰)"
금주(2월 14일~20일)  신설법인 1227개,▷제이밀슨(전경수·300·농산물 생산·가공·유통업)서울특별시 영등포구 당산로28길 12 1층 (당산동3가)
금주(2월 14일~20일)  신설법인 1227개,"▷제이슨코리아(신상훈·50·농축수산물의 생산, 가공, 도소매, 수출입업)서울특별시 강서구 공항대로 164 808호,809호,810호,811호 (마곡동,류마타워)"
금주(2월 14일~20일)  신설법인 1227개,◇무역
금주(2월 14일~20일)  신설법인 1227개,"▷가온엠디에프(박수진·100·축산물 무역 및 도소매업)서울특별시 광진구 자양로 135 213호 (자양동,자양오피스텔)"
금주(2월 14일~20일)  신설법인 1227개,▷뉴트리코스트(김조수·10·식품수입판매업)서울특별시 마포구 신촌로2안길 29 2층 (동교동)
금주(2월 14일~20일)  신설법인 1227개,"▷동윤(예용근·50·섬유 및 의류 수출입업)서울특별시 구로구 디지털로33길 48 808호 (구로동,대륭포스트타워7차)"
금주(2월 14일~20일)  신설법인 1227개,"▷로하컴퍼니(김정수·30·의류 무역업)서울특별시 종로구 지봉로 19 6층 에이-25호 (창신동,시즌빌딩 위 오피스)"
금주(2월 14일~20일)  신설법인 1227개,"▷몽카이통상(리밍펑·30·주류 수입,수출업)서울특별시 금천구 가산디지털2로 98 1동 310호 (가산동,롯데아이티캐슬)"
금주(2월 14일~20일)  신설법인 1227개,"▷베스트유통(김대식·20·의류원단 수출,입업)서울특별시 서초구 매헌로 46 2층 48호 (양재동,블루펄빌딩)"
금주(2월 14일~20일)  신설법인 1227개,"▷상보(오육환·300·기계공구 수입 및 수출입업)서울특별시 구로구 신도림로11길 9-64 503호 (신도림동,상보빌딩)"
금주(2월 14일~20일)  신설법인 1227개,"▷아신인터내셔널(유우정·50·자동차 수출입업)서울특별시 성동구 자동차시장1길 94-47 601호 (용답동,장안모터프라자601호)"
금주(2월 14일~20일)  신설법인 1227개,▷액세스인터내셔널(칼릴야스민에마드살림·1·자동차 및 관련부품 수출업)서울특별시 동대문구 천장산로7길 10-14 305호 (이문동)
금주(2월 14일~20일)  신설법인 1227개,"▷얼롱싸이드(박현숙·30·안료 및 화공약품 무역업)서울특별시 영등포구 영등포로 109 5층 515호 (당산동2가,영등포유통상가)"
금주(2월 14일~20일)  신설법인 1227개,▷엘이무역(이진영·150·주류 수출 · 입업)서울특별시 강남구 선릉로115길 22 201호 (논현동)
금주(2월 14일~20일)  신설법인 1227개,"▷영신파트너스(신국철·50·토석 수입업.)서울특별시 강남구 선릉로 527 401호 (역삼동,대진빌딩)"
금주(2월 14일~20일)  신설법인 1227개,▷와이케이오토모티브(권영제·50·자동차부품 수입판매업)서울특별시 강남구 봉은사로43길 21 2층 (논현동)
금주(2월 14일~20일)  신설법인 1227개,▷울산그린하우스(안상수·1·농업관련 제품의 해외 수출)서울특별시 강서구 공항대로 213 1301-6호 (마곡동)
금주(2월 14일~20일)  신설법인 1227개,"▷인터비디유(강민규·10·식품, 화장품, 전자제품 무역업)서울특별시 강남구 학동로46길 21 지층1호 (논현동,제이앤비빌딩)"
금주(2월 14일~20일)  신설법인 1227개,"▷주당부리(김규호·10·건어물 수입,수출업)서울특별시 마포구 마포대로 25 7층 701호 (마포동,신한디엠빌딩)"
금주(2월 14일~20일)  신설법인 1227개,"▷카공(박한경·100·무역업)서울특별시 영등포구 국회대로36길 1-1 1층,2층 (당산동3가,백문빌딩)"
금주(2월 14일~20일)  신설법인 1227개,"▷틱스코드(한창희·30·스마트 모빌리티 무역업, 도소매업, AS서비스업, 전자상거래업)서울특별시 금천구 벚꽃로 234 106호 (가산동,에이스하이엔드타워6차)"
금주(2월 14일~20일)  신설법인 1227개,"▷플루오인터내셔널(황희승·20·화장품 원료 수출입업)서울특별시 서초구 논현로 83 A동 912호 (양재동,삼호물산빌딩)"
금주(2월 14일~20일)  신설법인 1227개,"▷한명무역(천호진·20·기계장비 및 부품 수입 수출 및 유통 및 도소매업)서울특별시 강동구 올림픽로 659 1419호 (천호동,썅용플래티넘리버)"
금주(2월 14일~20일)  신설법인 1227개,◇서비스/기타
금주(2월 14일~20일)  신설법인 1227개,"▷강남영강산업(박학영·10·부동산 개발업 및 매매업)서울특별시 강남구 테헤란로 234 13층 101호 (역삼동,삼익라비돌빌딩)"
금주(2월 14일~20일)  신설법인 1227개,▷강림산업(박범준·1·시스템 통합사업)서울특별시 강남구 도산대로30길 24 관리실 (논현동)
금주(2월 14일~20일)  신설법인 1227개,▷건축그룹아성(박준형·20·신축빌라 매매업)서울특별시 강북구 한천로143길 27 (수유동)
금주(2월 14일~20일)  신설법인 1227개,"▷골든루프(박윤현·5·부동산 주택 매매 및 임대업)서울특별시 강남구 논현로 80 3층 319호 (개포동,지성빌딩)"
금주(2월 14일~20일)  신설법인 1227개,"▷골든테라(방빛나·10·사회복지 상담 서비스 제공업)서울특별시 서초구 서초대로15길 8-22 3층 (방배동,대경빌딩)"
금주(2월 14일~20일)  신설법인 1227개,"▷공간과생각(박수민·10·부동산개발업)서울특별시 서초구 강남대로 479 B동 1층 154호 (반포동,신논현타워)"
금주(2월 14일~20일)  신설법인 1227개,"▷공유지분엔피엘투자(김종창·300·부동산매매 및 임대업)서울특별시 광진구 광나루로56길 85 지하1층 4호 (구의동,테크노마트)"
금주(2월 14일~20일)  신설법인 1227개,"▷공인써니번역(박성애·100·번역 및 통역 서비스업)서울특별시 서초구 남부순환로 2561 106호 (서초동,원효빌딩)"
금주(2월 14일~20일)  신설법인 1227개,"▷광익개발(백철·300·부동산 매매업)서울특별시 마포구 월드컵북로 402 803호 (상암동,케이지아이티센터)"
금주(2월 14일~20일)  신설법인 1227개,"▷굿파트너플랫폼(김성국·15·자료처리업)서울특별시 서초구 효령로 190 2층 202호 (서초동,비선빌딩)"
금주(2월 14일~20일)  신설법인 1227개,"▷그로쓰힐파트너스(김상형·150·경영참여형 사모집합투자업, 경영컨설팅, 경영자문, 리서치)서울특별시 영등포구 의사당대로 83 19층 103호 (여의도동,오투타워)"
금주(2월 14일~20일)  신설법인 1227개,"▷그룹바이칼바이오항노화연구소(황금화·30·면역세포바이오 사업)서울특별시 강서구 마곡중앙4로 22 A동 816호 (마곡동,마곡파인스퀘어)"
금주(2월 14일~20일)  신설법인 1227개,"▷그일라(소병묵·10·경영컨설팅업)서울특별시 서초구 서초대로78길 50 6층 비에스-611호 (서초동,우영빌딩 이든비즈)"
금주(2월 14일~20일)  신설법인 1227개,▷금아씨앤디(전경욱·10·부동산개발업)서울특별시 동대문구 하정로2길 7 (신설동)
금주(2월 14일~20일)  신설법인 1227개,"▷깊(손성은·10·교육위탁, 파견 및 온라인 교육사업)서울특별시 마포구 양화로8길 16-4 2층 (서교동,코디얼빌딩)"
금주(2월 14일~20일)  신설법인 1227개,"▷나온누리(김지연·20·부동산, 주택 매매 및 임대업)서울특별시 구로구 디지털로33길 55 1204호 (구로동,이앤씨벤처드림타워2차)"
금주(2월 14일~20일)  신설법인 1227개,▷나우뮤직랩(이한철·25·음반기획 및 제작업.)서울특별시 용산구 한강대로40가길 18 3층 (한강로2가)
금주(2월 14일~20일)  신설법인 1227개,▷남소영(윤상철·180·음식점업)서울특별시 중구 퇴계로56길 46 지하1층 (장충동2가)
금주(2월 14일~20일)  신설법인 1227개,▷네모라인(박문예·10·주차장 운영업)서울특별시 강남구 강남대로162길 41-6(신사동)
금주(2월 14일~20일)  신설법인 1227개,"▷네오젠티씨(이희진·100·바이오 신약 연구 및 개발업)서울특별시 서초구 효령로53길 45 201동 2층 104호 (서초동,서초이오빌)"
금주(2월 14일~20일)  신설법인 1227개,"▷네오파마코리아(수레쉬쿠마르난디라주·100·생명공학 분야 연구, 개발, 생산업)서울특별시 강남구 영동대로 616 4층 (삼성동,아남빌딩)"
금주(2월 14일~20일)  신설법인 1227개,"▷넥스트제네(김혜영·500·부동산매매 및 임대업)서울특별시 강남구 도산대로 157 지하2층 (신사동,신웅타워2)"
금주(2월 14일~20일)  신설법인 1227개,"▷넥시온바이오텍(서정택·75·주거용, 비주거용 부동산 임대업 및 전대업)서울특별시 강서구 마곡중앙6로 45 에이동 6층 602-13호 (마곡동,리더스퀘어마곡)"
금주(2월 14일~20일)  신설법인 1227개,▷누룩델리코리아(박건준·50·외식프랜차이즈 사업)서울특별시 용산구 청파로47다길 4 1층 (청파동2가)
금주(2월 14일~20일)  신설법인 1227개,"▷누림경제연구소(정수환·5·부동산, 주택, 상가 분양업 및 분양대행업)서울특별시 구로구 디지털로33길 55 1204호 (구로동,이앤씨벤처드림타워2차)"
금주(2월 14일~20일)  신설법인 1227개,▷뉴마크제삼차(박세현·0·여유자금의 투자)서울특별시 영등포구 여의대로 66 (여의도동)
금주(2월 14일~20일)  신설법인 1227개,▷뉴마크제이차(박세현·0·여유자금의 투자)서울특별시 영등포구 여의대로 66 (여의도동)
금주(2월 14일~20일)  신설법인 1227개,▷다고이게임스(김진우·3·보드게임 제작 및 공급)서울특별시 도봉구 덕릉로62길 26 (창동)
금주(2월 14일~20일)  신설법인 1227개,▷다울알앤씨(박소연·50·부동산중개업)서울특별시 은평구 통일로 833-5 (대조동)
금주(2월 14일~20일)  신설법인 1227개,"▷다인부산제삼차(유기현·0·여유자금의 투자)서울특별시 영등포구 여의대로 66 4층 (여의도동,케이티비빌딩)"
금주(2월 14일~20일)  신설법인 1227개,"▷닥터송에이치앤비(송형민·100·동산,부동산 매매 및 임대업)서울특별시 강남구 도산대로37길 6 3층 (신사동)"
금주(2월 14일~20일)  신설법인 1227개,"▷담고을(이성민·100·부동산 개발 및 분양업)서울특별시 금천구 디지털로9길 99 209호 (가산동,스타밸리)"
금주(2월 14일~20일)  신설법인 1227개,"▷대명미디어기업(김귀환·50·광고대행업)서울특별시 양천구 목동동로 293 1715호 (목동,현대41타워)"
금주(2월 14일~20일)  신설법인 1227개,"▷대보커뮤니케이션(류성현·10·도로의 유지보수 및 시설개량, 안전점검 및 안전 진단)서울특별시 송파구 양재대로62길 21-1 501호 (가락동,범창빌딩)"
금주(2월 14일~20일)  신설법인 1227개,"▷대상크레인(천순애·10·건설기계대여 및 도급)서울특별시 강동구 강동대로53길 66 501동 502호 (성내동,한솔애리즈아파트)"
금주(2월 14일~20일)  신설법인 1227개,"▷대한산업닷컴(권중덕·100·건설업관련 종합컨설팅 및 경영컨설팅)서울특별시 금천구 벚꽃로 286 308호 (가산동,리더스타워)"
금주(2월 14일~20일)  신설법인 1227개,"▷더비즈앤씨이오(류낙형·10·사업경영 및 재무컨설팅)서울특별시 강남구 테헤란로 151 621호 (역삼동,역삼하이츠빌딩)"
금주(2월 14일~20일)  신설법인 1227개,"▷더선(구교선·10·부동산 주택 매매 및 임대업)서울특별시 강서구 곰달래로49가길 7-43 302호 (화곡동,다솜빌)"
금주(2월 14일~20일)  신설법인 1227개,"▷더성공플러스(조윤철·50·게임개발업)서울특별시 구로구 디지털로26길 111 1310호 (구로동,제이앤케이디지털타워)"
금주(2월 14일~20일)  신설법인 1227개,▷더에이블킨더(김용재·100·아동심리운동)서울특별시 관악구 남부순환로218길 27 지하1층 (봉천동)
